pais,id_accidente,fecha,municipio,provincia,linea,operador,suceso_codigo,suceso_desc,causa_codigo,causa_desc,fallecidos,heridos_graves,heridos_leves,hora,pk,resumen,titulo_informe,informe_publico_url,organismo_investigador,num_paginas,fuente_datos,latitud,longitud,estado_investigacion,fecha_procesamiento
ES,ES-2008-11930,2008-06-22,,,Madrid-Barcelona,pública,1.5.1.1,Arrollamiento en plena vía,2.4,Sin identificar,0,0,0,05:25,149+950,nº 0024/2008 ocurrido el 22.06.2008 SECRETARIA DE ESTADO,IF-220608-240209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-220608-240209-CIAF.pdf,CIAF,9,ERA,,,Completado,2026-07-06T13:13:37.998109
ES,ES-2008-17011,2008-11-22,Alcalá de Henares,,Madrid- Barcelona,Renfe,1.5.1.2,Arrollamiento en estación,1.1.6,Factor humano - Mantenimiento,0,0,0,20:34,,nº 0064/2008 ocurrido el 22.11.2008 SECRETARIA DE ESTADO,IF-221108-2-240209-CIAF- Alcalá de Henares.pdf,https://www.era.europa.eu/system/files/2023-07/IF-221108-2-240209-CIAF-%20Alcal%C3%A1%20de%20Henares.pdf,CIAF,10,ERA,,,Completado,2026-07-06T13:13:38.055728
ES,ES-2008-221108-240209-CIAF_S,2008-11-22,Babilafuente,,Salamanca,Renfe,1.5.1.2,Arrollamiento en estación,2.4,Sin identificar,0,0,0,15:00,104+857,nº 0063/2008 ocurrido el 22.11.2008 SECRETARIA DE ESTADO,IF-221108-240209-CIAF_Salamanca – Ávila.pdf,https://www.era.europa.eu/system/files/2023-07/IF-221108-240209-CIAF_Salamanca%20%E2%80%93%20%C3%81vila.pdf,CIAF,9,ERA,,,Completado,2026-07-06T13:13:38.109762
ES,ES-2008-87018,2008-10-23,"VILLALBA DE GUADARRAMA 
 
 
 
 
 
 
 
 De acuerdo con el R",,,COMSA,2.1.4,Señal rebasada,1.1.6,Factor humano - Mantenimiento,3,0,0,12:29,,nº 0053/2008 ocurrido el 23.10.2008 SUBSECRETARÍA  A MINISTERIO DE,IF-231008-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-231008-140709-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:38.181662
ES,ES-2008-13049,2008-05-24,Aznalcázar Pilas,,Majarabique Estación-Huelva,Renfe,1.5.1.2,Arrollamiento en estación,2.4,Sin identificar,0,0,0,19:52,24+900,nº 0019/2008 ocurrido el 24.05.2008 SECRETARIA DE ESTADO,IF-240508-2-300908-CIAF_Majarabique Estación-Huelva Término.pdf,https://www.era.europa.eu/system/files/2023-07/IF-240508-2-300908-CIAF_Majarabique%20Estaci%C3%B3n-Huelva%20T%C3%A9rmino.pdf,CIAF,9,ERA,,,Completado,2026-07-06T13:13:38.236943
ES,ES-2008-1183,2008-05-24,de Villena,,La Encina-Alicante,Renfe,1.7.7,Otros,2.4,Sin identificar,0,0,0,16:48,396+675,nº 0017/2008 ocurrido el 24.05.2008 SECRETARIA DE ESTADO,IF-240508-300908-CIAF_La Encina-Alicante.pdf,https://www.era.europa.eu/system/files/2023-07/IF-240508-300908-CIAF_La%20Encina-Alicante.pdf,CIAF,9,ERA,,,Completado,2026-07-06T13:13:38.293889
ES,ES-2008-240608-281108-CIAF,2008-06-24,,,Barcelona Sagrer a a Ma,pública,1.5.1.1,Arrollamiento en plena vía,2.4,Sin identificar,0,0,0,13:36,26+100,nº 0026/2008 ocurrido el 24.06.2008 SECRETARIA DE ESTADO,IF-240608-281108-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-240608-281108-CIAF.pdf,CIAF,10,ERA,,,Completado,2026-07-06T13:13:38.352930
ES,ES-2008-241008-140709-CIAF,2008-10-24,"MONCÓFAR 
 
 
 
 
 
 
 
 
 
 
 
 
 De acuerdo con el R",,,Renfe,1.3.2,Descarrilamiento en estación,1.2.1.1,Fallo técnico - Rodadura,3,0,0,06:28,,nº 0054/2008 ocurrido el 24.10.2008 SUBSECRETARÍA  A MINISTERIO DE,IF-241008-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-241008-140709-CIAF.pdf,CIAF,16,ERA,,,Completado,2026-07-06T13:13:38.470513
ES,ES-2008-250908-190509-CIAF_B,2008-09-25,"BALMASEDA MERCANCÍAS 
 
 
 
 
 
 
 
 
 De acuerdo con el R",,,,1.7.7,Otros,1.1.6,Factor humano - Mantenimiento,3,0,0,16:40,,nº 0044/2008 ocurrido el 25.09.2008 SECRETARIA DE ESTADO,IF-250908-190509-CIAF_Balmaseda Mercancías.pdf,https://www.era.europa.eu/system/files/2023-07/IF-250908-190509-CIAF_Balmaseda%20Mercanc%C3%ADas.pdf,CIAF,14,ERA,,,Completado,2026-07-06T13:13:38.555015
ES,ES-2008-250908-200109-CIAF_G,2008-09-25,,,,Renfe,1.5.1.1,Arrollamiento en plena vía,2.4,Sin identificar,0,0,0,13:21,14+250,nº 0043/2008 ocurrido el 25.09.2008 SECRETARIA DE ESTADO,IF-250908-200109-CIAF_Granada- Fuente de Piedra.pdf,https://www.era.europa.eu/system/files/2023-07/IF-250908-200109-CIAF_Granada-%20Fuente%20de%20Piedra.pdf,CIAF,9,ERA,,,Completado,2026-07-06T13:13:38.611377
ES,ES-2008-18073,2008-11-26,Ribaforada,,,Renfe,1.7.7,Otros,2.4,Sin identificar,3,0,0,15:21,70+200,nº 0065/2008 ocurrido el 26.11.2008 SECRETARIA DE ESTADO,IF-261108-310309-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-261108-310309-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:38.716620
ES,ES-2008-270508-300908-CIAF,2008-05-27,Santa,,"Madrid-
Valencia",Renfe,1.4.1.1,Accidente PN - Vehículo,2.4,Sin identificar,0,0,0,18:00,36+950,nº 0018/2008 ocurrido el 27.05.2008 SECRETARIA DE ESTADO,IF-270508-300908-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-270508-300908-CIAF.pdf,CIAF,10,ERA,,,Completado,2026-07-06T13:13:38.785360
ES,ES-2008-280908-181208-CIAF,2008-09-28,,,"Alcázar 
de San Juan- Cádiz",Renfe,1.5.1.1,Arrollamiento en plena vía,2.4,Sin identificar,0,0,0,13:28,140+750,nº 0045/2008 ocurrido el 28.09.2008 SECRETARIA DE ESTADO,IF-280908-181208-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-280908-181208-CIAF.pdf,CIAF,9,ERA,,,Completado,2026-07-06T13:13:38.838877
ES,ES-2008-290808-181208-CIAF,2008-08-29,,,"Madrid-
Chamartín",Renfe,1.5.1.1,Arrollamiento en plena vía,2.4,Sin identificar,0,0,0,12:51,624+800,nº 0037/2008 ocurrido el 29.08.2008 SECRETARIA DE ESTADO,IF-290808-181208-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-290808-181208-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:38.904081
ES,ES-2008-291108-310309-CIAF,2008-11-29,"TEMBLEQUE 
 
 
 
 
 
 
 
 
 
 
 
 De acuerdo con el R",,,Continental,1.7.7,Otros,2.4,Sin identificar,3,0,0,03:00,101+270,nº 0066/2008 ocurrido el 29.11.2008 SECRETARIA DE ESTADO,IF-291108-310309-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-291108-310309-CIAF.pdf,CIAF,16,ERA,,,Completado,2026-07-06T13:13:39.013131
ES,ES-2008-300608-281008-CIAF,2008-06-30,Miranda de Ebro,,"Casetas-
Intermodal",Renfe,1.5.1.2,Arrollamiento en estación,2.4,Sin identificar,0,0,0,21:07,146+950,nº 0028/2008 ocurrido el 30.06.2008 SECRETARIA DE ESTADO,IF-300608-281008-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-300608-281008-CIAF.pdf,CIAF,9,ERA,,,Completado,2026-07-06T13:13:39.065870
ES,ES-2008-23351,2008-07-30,,,Fuengirola-Málaga,Renfe,1.5.1.1,Arrollamiento en plena vía,2.4,Sin identificar,0,0,0,18:05,8+870,nº 0032/2008 ocurrido el 30.07.2008 SECRETARIA DE ESTADO,IF-300708-2-281108-CIAF_Fuengirola-Málaga.pdf,https://www.era.europa.eu/system/files/2023-07/IF-300708-2-281108-CIAF_Fuengirola-M%C3%A1laga.pdf,CIAF,9,ERA,,,Completado,2026-07-06T13:13:39.117324
ES,ES-2008-996,2008-07-30,,,Madrid,pública,1.5.1.2,Arrollamiento en estación,2.4,Sin identificar,0,0,0,07:15,608+155,nº 0031/2008 ocurrido el 30.07.2008 SECRETARIA DE ESTADO,"IF-300708-281108-CIAF_Andoaín, Guipúzcoa.pdf",https://www.era.europa.eu/system/files/2023-07/IF-300708-281108-CIAF_Andoa%C3%ADn%2C%20Guip%C3%BAzcoa.pdf,CIAF,10,ERA,,,Completado,2026-07-06T13:13:39.177112
ES,ES-2008-53,2008-10-23,"VILLALBA DE GUADARRAMA 

 
 
 Investigación del incidente 
n",,Madrid,,2,Incidente,1.1.6,Factor humano - Mantenimiento,0,0,0,,,nº 0053/2008 ocurrido el 23.10.2008 SUBSECRETARÍA  A MINISTERIO DE,RS-231008-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-231008-140709-CIAF.pdf,CIAF,2,ERA,,,Completado,2026-07-06T13:13:39.193278
ES,ES-2008-241008-140709-CIAF,2008-10-24,"MONCÓFAR 

 
 
 Investigación del incidente 
n",,Valencia Estaci ón del Nord,,2,Incidente,1.1.6,Factor humano - Mantenimiento,0,0,0,,,nº 0054/2008 ocurrido el 24.10.2008 SUBSECRETARÍA  A MINISTERIO DE,RS-241008-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/RS-241008-140709-CIAF.pdf,CIAF,3,ERA,,,Completado,2026-07-06T13:13:39.212183
ES,ES-2009-010109-190509-CIAF,2009-01-01,"SITGES 
 
 
 
 
 
 
 
 De acuerdo con el R",,,Renfe,1.7.7,Otros,2.4,Sin identificar,3,0,0,08:13,643+230,nº 0001/2009 ocurrido el 01.01.2009 SECRETARIA DE ESTADO,IF-010109-190509-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-010109-190509-CIAF.pdf,CIAF,13,ERA,,,Completado,2026-07-06T13:13:39.307306
ES,ES-2009-283,2009-12-01,DE O PORRIÑO,,Monforte de Lemos- Vigo,Renfe,1.4.1.2,Accidente PN - Peatón,2.4,Sin identificar,0,0,0,19:34,151+433,nº 0060/2009 ocurrido el 01.12.2009 SUBSECRETARÍA A MINISTERIO DE,IF-011209-230310-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-011209-230310-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:39.373575
ES,ES-2009-020209-221209-CIAF,2009-02-02,,,,,1.1,Colisión,1.1.6,Factor humano - Mantenimiento,0,0,0,19:49,551+790,nº 0010/2009 ocurrido el 02.02.2009 SUBSECRETARÍA  A MINISTERIO DE,IF-020209-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-020209-221209-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:39.454535
ES,ES-2009-28387,2009-03-04,,,,Renfe,1.7.7,Otros,2.4,Sin identificar,3,0,0,21:49,,nº 0015/2009 ocurrido el 04.03.2009 SUBSECRETARÍA  A MINISTERIO DE,IF-040309-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-040309-140709-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:39.517584
ES,ES-2009-93559,2009-06-05,MA,,,Renfe,1.4.1.1,Accidente PN - Vehículo,2.4,Sin identificar,3,0,0,22:42,176+126,nº 0025/2009 ocurrido el 05.06.2009 SUBSECRETARÍA A MINISTERIO DE,IF-050609-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-050609-221209-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:39.579026
ES,ES-2009-149,2009-07-06,Ronda,,,Renfe,1.4.1.1,Accidente PN - Vehículo,2.4,Sin identificar,0,0,0,16:54,67+916,nº 0031/2009 ocurrido el 06.07.2009 SUBSECRETARÍA A MINISTERIO DE,IF-060709-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-060709-221209-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:39.659682
ES,ES-2009-10371,2009-12-06,GRANOLLERS CENTRE,,Cerb,Renfe,1.1,Colisión,2.4,Sin identificar,0,0,0,08:40,,nº 0064/2009 ocurrido el 06.12.2009 SECRETARIA DE ESTADO,IF-061209-290610-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-061209-290610-CIAF.pdf,CIAF,26,ERA,,,Completado,2026-07-06T13:13:39.827991
ES,ES-2009-407,2009-04-07,LAS NAVAS DEL MARQUÉS,,,Renfe,1.7.7,Otros,2.4,Sin identificar,3,0,0,20:04,83+700,nº 0019/2009 ocurrido el 07.04.2009 SUBSECRETARÍA  A MINISTERIO DE,IF-070409-271009-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-070409-271009-CIAF.pdf,CIAF,10,ERA,,,Completado,2026-07-06T13:13:39.900165
ES,ES-2009-9687,2009-01-01,,,Santander,FEVE,1.4.1.1,Accidente PN - Vehículo,2.3.3,Usuario paso a nivel,0,0,0,18:21,551+254,nº 0033/2009 ocurrido el 08.07.09 SUBSECRETARIA A MINISTERIO DE,IF-080709-260110-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-080709-260110-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:39.962729
ES,ES-2009-50284,2009-10-08,Canabal,,Vigo,Renfe,1.4.1.2,Accidente PN - Peatón,2.3.3,Usuario paso a nivel,0,0,0,18:30,0+851,nº 0055/2009 ocurrido el 08.10.2009 SUBSECRETARÍA A MINISTERIO DE,IF-081009-230210-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-081009-230210-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:40.021530
ES,ES-2009-111209-270410-CIAF,2009-12-11,RENEDO,,,Renfe,1.1,Colisión,2.4,Sin identificar,0,0,0,21:32,495+043,nº 0063/2009 ocurrido el 11.12.2009 SUBSECRETARÍA A MINISTERIO DE,IF-111209-270410-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-111209-270410-CIAF.pdf,CIAF,10,ERA,,,Completado,2026-07-06T13:13:40.082574
ES,ES-2009-120209-260110-CIAF,2009-02-12,,,,,1.1,Colisión,2.4,Sin identificar,0,0,0,22:07,,nº 0011/2009 ocurrido el 12.02.2009 SUBSECRETARÍA  A MINISTERIO DE,IF-120209-260110-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-120209-260110-CIAF.pdf,CIAF,15,ERA,,,Completado,2026-07-06T13:13:40.161687
ES,ES-2009-15653,2009-07-13,,,,Renfe,1.1,Colisión,2.3.3,Usuario paso a nivel,0,0,0,18:44,99+367,nº 0036/2009 ocurrido el 13.07.2009 SUBSECRETARÍA A MINISTERIO DE,IF-130709-260110-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-130709-260110-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:40.224514
ES,ES-2009-17212,2009-12-13,,Orbita,Madrid,Renfe,1.4.1.1,Accidente PN - Vehículo,2.3.3,Usuario paso a nivel,0,0,0,18:27,164+429,nº 0062/2009 ocurrido el 13.12.2009 SUBSECRETARÍA A MINISTERIO DE,IF-131209-270410-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-131209-270410-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:40.294184
ES,ES-2009-22321,2009-01-14,"AVILÉS 
 
 
 
 
 
 
 De acuerdo con el R",,San Juan de Nieva,Renfe,1.4,Accidente en paso a nivel,2.4,Sin identificar,3,0,0,10:57,,nº 0002/2009 ocurrido el 14.01.2009 SECRETARIA DE ESTADO,IF-140109-190509-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-140109-190509-CIAF.pdf,CIAF,14,ERA,,,Completado,2026-07-06T13:13:40.374531
ES,ES-2009-5714,2009-02-14,"LIERES 
 
 
 
 
 
 
 
 
 
 
 
 
 De acuerdo con el R",,,,1.1,Colisión,2.4,Sin identificar,3,0,0,14:10,,nº 0009/2009 ocurrido el 14.02.2009 SUBSECRETARÍA  A MINISTERIO DE,IF-140209-290909-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-140209-290909-CIAF.pdf,CIAF,18,ERA,,,Completado,2026-07-06T13:13:40.492677
ES,ES-2009-151209-270410-CIAF,2009-12-15,Navia y el apeadero de Piñera Villaoril,Asturias,"Ferrol-
Oviedo",FEVE,1.1,Colisión,2.4,Sin identificar,0,0,0,17:27,191+222,nº 0065/2009 ocurrido el 15.12.2009 SUBSECRETARÍA A MINISTERIO DE,IF-151209-270410-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-151209-270410-CIAF.pdf,CIAF,10,ERA,,,Completado,2026-07-06T13:13:40.563747
ES,ES-2009-24228,2009-10-16,ALFAFAR,,Madrid,Renfe,1.4.1.2,Accidente PN - Peatón,2.3.3,Usuario paso a nivel,0,0,0,11:19,107+996,nº 0056/2009 ocurrido el 16.10.2009 SUBSECRETARÍA A MINISTERIO DE,IF-161009-270410-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-161009-270410-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:40.629607
ES,ES-2009-22211,2009-11-16,Sama de  Langreo,Asturias,,Renfe,1.4.1.2,Accidente PN - Peatón,2.4,Sin identificar,0,0,0,12:41,18+055,nº 0059/2009 ocurrido el 16.11.2009 SECRETARIA DE ESTADO,IF-161109-310510-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-161109-310510-CIAF.pdf,CIAF,13,ERA,,,Completado,2026-07-06T13:13:40.712358
ES,ES-2009-22126,2009-04-17,EL CALEYO,,,,1.1.1,Colisión frontal,2.4,Sin identificar,3,0,0,,134+961,nº 0022/2009 ocurrido el 17.04.2009 SUBSECRETARIA A MINISTERIO DE,IF-170409-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-170409-221209-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:40.790334
ES,ES-2009-170909-270410-CIAF,2009-09-17,"ZUMÁRRAGA 
 
 
 
 
   
De acuerdo con el R",Guipúzcoa,"Madrid 
Chamartín",Renfe,1.3.2,Descarrilamiento en estación,1.1.6,Factor humano - Mantenimiento,0,0,0,16:00,566+856,nº 0054/2009 ocurrido el 17.09.2009 SUBSECRETARÍA A MINISTERIO DE,IF-170909-270410-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-170909-270410-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:40.864585
ES,ES-2009-752,2009-06-18,"MADRID CHAMARTÍN 
   
 
    
 
     
 
     
De acuerdo con el R",,,,1.1,Colisión,2.4,Sin identificar,3,0,0,08:20,,nº 0027/2009 ocurrido el 18.06.2009 SUBSECRETARÍA A MINISTERIO DE,IF-180609-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-180609-221209-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:40.922426
ES,ES-2009-5412,2009-01-20,"LA FLORIDA 
 
 
 
 
 
 
 
 
 
 
 
 
 De acuerdo con el R",,,,2.1.4,Señal rebasada,2.4,Sin identificar,3,0,0,12:08,,nº 0003/2009 ocurrido el 20.01.2009 SECRETARIA DE ESTADO,IF-200109-190509-CIAF-LA FLORIDA.pdf,https://www.era.europa.eu/system/files/2023-07/IF-200109-190509-CIAF-LA%20FLORIDA.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:41.017789
ES,ES-2009-25630,2009-01-20,,,,Renfe,1.4,Accidente en paso a nivel,2.4,Sin identificar,3,0,0,13:46,64+810,nº 0004/2009 ocurrido el 20.01.2009 SECRETARIA DE ESTADO,IF-200109-2-190509-CIAF_TORDERA Y BLANES.pdf,https://www.era.europa.eu/system/files/2023-07/IF-200109-2-190509-CIAF_TORDERA%20Y%20BLANES.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:41.088909
ES,ES-2009-15624,2009-12-20,,,Lérida Pi rineos,Renfe,1.4,Accidente en paso a nivel,2.4,Sin identificar,0,0,0,17:07,253+775,nº 0066/2009 ocurrido el 20.12.2009 SECRETARIA DE ESTADO,IF-201209-310510-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-201209-310510-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:41.160729
ES,ES-2009-30744,2009-01-22,"GAVÁ 
 
 
 
 
 
 
 De acuerdo con el R",,,Renfe,1.7.7,Otros,2.4,Sin identificar,3,0,0,07:03,,nº 0005/2009 ocurrido el 22.01.2009 SECRETARIA DE ESTADO,IF-220109-190509-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-220109-190509-CIAF.pdf,CIAF,13,ERA,,,Completado,2026-07-06T13:13:41.240880
ES,ES-2009-12703,2009-02-22,Chapela,,,Renfe,1.7.7,Otros,2.4,Sin identificar,3,0,0,17:29,175+050,nº 0012/2009 ocurrido el 22.02.2009 SUBSECRETARÍA  A MINISTERIO DE,IF-220209-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-220209-140709-CIAF.pdf,CIAF,10,ERA,,,Completado,2026-07-06T13:13:41.301224
ES,ES-2009-220609-221209-CIAF,2009-06-22,Infiesto,,,,1.4,Accidente en paso a nivel,2.4,Sin identificar,3,0,0,09:20,361+975,nº 0028/2009 ocurrido el 22.06.2009 SUBSECRETARÍA A MINISTERIO DE,IF-220609-221209-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-220609-221209-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:41.355826
ES,ES-2009-6500,2009-02-23,SOTO DUEÑAS,,,,1.3.2,Descarrilamiento en estación,2.4,Sin identificar,3,0,0,12:30,378+130,nº 0013/2009 ocurrido el 23.02.2009 SUBSECRETARÍA  A MINISTERIO DE,IF-230209-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-230209-140709-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:41.420008
ES,ES-2009-231009-270410-CIAF,2009-10-23,,Barcelona,Sant Vicent de Calders,Renfe,1.7.7,Otros,2.4,Sin identificar,0,0,0,12:30,94+316,nº 0057/2009 ocurrido el 23.10.2009 SUBSECRETARÍA A MINISTERIO DE,IF-231009-270410-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-231009-270410-CIAF.pdf,CIAF,10,ERA,,,Completado,2026-07-06T13:13:41.484903
ES,ES-2009-24048,2009-03-24,"ALGEMESÍ 
 
 
 
 
 
 
 De acuerdo con el R",,,Renfe,1.4.1.2,Accidente PN - Peatón,2.4,Sin identificar,3,0,0,14:10,,nº 0017/2009 ocurrido el 24.03.2009 SUBSECRETARÍA  A MINISTERIO DE,IF-240309-140709-CIAF_ALGEMESÍ.pdf,https://www.era.europa.eu/system/files/2023-07/IF-240309-140709-CIAF_ALGEMES%C3%8D.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:41.556552
ES,ES-2009-18032,2009-03-24,,Jaén,,Renfe,1.4.1.1,Accidente PN - Vehículo,2.3.3,Usuario paso a nivel,3,0,0,22:25,137+803,nº 0018/2009 ocurrido el 24.03.2009 SUBSECRETARÍA  A MINISTERIO DE,IF-240309-290909-CIAF_VILLARGORDO Y GRAÑENA.pdf,https://www.era.europa.eu/system/files/2023-07/IF-240309-290909-CIAF_VILLARGORDO%20Y%20GRA%C3%91ENA.pdf,CIAF,10,ERA,,,Completado,2026-07-06T13:13:41.621384
ES,ES-2009-240809-260110-CIAF,2009-08-24,SANT FELIÚ DE LLOBREGAT,,,,1.4,Accidente en paso a nivel,2.4,Sin identificar,0,0,0,16:57,,nº 0045/2009 ocurrido el 24.08.2009 SUBSECRETARÍA A MINISTERIO DE,IF-240809-260110-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-240809-260110-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:41.687099
ES,ES-2009-240909-310510-CIAF,2009-09-24,,,,FEVE,2,Incidente,1.2.1.1,Fallo técnico - Rodadura,0,0,0,13:50,527+485,nº 0050/2009 ocurrido el 24.09.2009 SECRETARIA DE ESTADO,IF-240909-310510-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-240909-310510-CIAF.pdf,CIAF,13,ERA,,,Completado,2026-07-06T13:13:41.775247
ES,ES-2009-61,2009-06-26,ALUCHE,,,Renfe,1.1,Colisión,2.4,Sin identificar,0,0,0,07:36,7+612,nº 0030/2009 ocurrido el 26.06.2009 SUBSECRETARÍA A MINISTERIO DE,IF-260609-221209-CIAF_ALUCHE.pdf,https://www.era.europa.eu/system/files/2023-07/IF-260609-221209-CIAF_ALUCHE.pdf,CIAF,16,ERA,,,Completado,2026-07-06T13:13:41.856921
ES,ES-2009-260609-260110-CIAF_H,2009-06-26,HUMANES,,,,1.1,Colisión,2.4,Sin identificar,0,0,0,10:29,22+800,nº 0032/2009 ocurrido el 26.06.2009 SUBSECRETARÍA A MINISTERIO DE,IF-260609-260110-CIAF_HUMANES.pdf,https://www.era.europa.eu/system/files/2023-07/IF-260609-260110-CIAF_HUMANES.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:41.926632
ES,ES-2009-15052,2009-07-27,Fran,,,Renfe,1.1,Colisión,2.4,Sin identificar,0,0,0,20:16,102+700,nº 0038/2009 ocurrido el 27.07.2009 SUBSECRETARÍA A MINISTERIO DE,IF-270709-260110-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-270709-260110-CIAF.pdf,CIAF,10,ERA,,,Completado,2026-07-06T13:13:41.978057
ES,ES-2009-18160,2009-08-28,EL REBOLLAR,,,,1.3.2,Descarrilamiento en estación,2.4,Sin identificar,0,0,0,13:33,22+600,nº 0046/2009 ocurrido el 28.08.2009 SUBSECRETARÍA A MINISTERIO DE,IF-280809-230210-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-280809-230210-CIAF.pdf,CIAF,12,ERA,,,Completado,2026-07-06T13:13:42.036833
ES,ES-2009-91724,2009-09-28,,,Cartagena,FEVE,1.4.1.1,Accidente PN - Vehículo,2.4,Sin identificar,0,0,0,13:35,16+708,nº 0052/2009 ocurrido el 28.09.2009 SUBSECRETARÍA A MINISTERIO DE,IF-280909-230210-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-280909-230210-CIAF.pdf,CIAF,10,ERA,,,Completado,2026-07-06T13:13:42.093435
ES,ES-2009-281209-290610-CIAF,2009-12-28,PEDRERA,Sevilla,,Renfe,1.7.7,Otros,2.4,Sin identificar,0,0,0,20:10,94+716,nº 0068/2009 ocurrido el 28.12.2009 SECRETARIA DE ESTADO,IF-281209-290610-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-281209-290610-CIAF.pdf,CIAF,13,ERA,,,Completado,2026-07-06T13:13:42.203960
ES,ES-2009-8604,2009-01-30,"SODUPE 
 
 
 
 
 
 
 De acuerdo con el R",,,Feve,1.4,Accidente en paso a nivel,2.4,Sin identificar,3,0,0,19:58,631+562,nº 0007/2009 ocurrido el 30.01.2009 SUBSECRETARÍA  A MINISTERIO DE,IF-300109-140709-CIAF.pdf,https://www.era.europa.eu/system/files/2023-07/IF-300109-140709-CIAF.pdf,CIAF,11,ERA,,,Completado,2026-07-06T13:13:42.267145
